id,Manual code,comments
121,1,와우 굿이네 원숭이 색히...졸라 웃기네 지금 이명박 대통령이 서울시장 출마했냐? ㅋㅋ
122,1,애 낳으라고 말하지마라... 이 미친것들아...
123,1,저런 똥개샼ㅋ키는 어떻게 사살해야 하나...?
124,0,몇년전에 뉴스로 LNG화물창 국산화 했다고 했던거 같은데..- 박근혜정권때! 그거 가짜뉴스였어???
125,1,코에걸면코걸이 귀에걸면귀걸이 =닭근혜정부윗대가리놈들ㅋㅋ
126,1,"참 답답하다.. 개같은 새상이다 진짜.. 애들은 보나마나 빨간불엔 건너면 안되는거라 생각하고 횡단보도에서서 파란불로 바뀌길 기다렸다가 파란불이 들어온걸 보고 횡단보도를 건너려 햇을거야.,. 어떤 개같은 것들이 아이들에게 파란불에 횡단보도를 건너라고 가르쳤냐.. 어떤 개같은 자식이 어린아이도 조심하여 지키려던것을 자만하여 어린생명을 앗아가게 만드냐.. 개같은 사회다.."
127,1,외교관 집단이 지금은 깡패집단인가보네.. 잘못하면 무릎꿇고 손발가락귀팔다리 자르고 장기도 적출하나 보네... 국민세금으로 잘 하는것거리다.
128,1,"부모학력이낮을수록???OOO삽질에.....한대때리고싶다..어떠한경우던 퍼센테이지로 나누다보면,한쪽으약간이든,많이든 치우치게마련인데...사회생활에서민감할수있는부모님얘기.....콱그냥~~"
129,2,대깨문들은 왜캐 여자가 많냐 ㅋㅋㅋ 아직도 조국 빨아재끼는거보면 걍 문재인 얼굴보고 지지한거마냥 조국도 얼굴보고 좋아하는거같은데 그냥 가서한번 대주든가 ㅅㅂ
130,0,"형집행정지가 검찰에서 결정할 수 있는 상황일까? 작금의 나라 현실에서... 모질대로 모진 이 정권! 언젠가는 그들이 심은대로 받겠지만, 현실은 암담하고 가슴아픈 현실을 국민들은 마음에 새겨야 할 것이라 본다."
131,2,"유럽 공항에서 일하는 무슬림, 중국인들이 심심하면 승객 수하물 터는게 취미인거 상식이죠"
132,0,범죄자 임병장 증언을 복사하는 공영방송 이라니..참 한심한 KBS~!!..곧 희생군인이 가해자 되겠네ㅉㅉ
133,1,이 양반아!!야~언제부터 우리나라가 내가 싫다!좋다!라고 입 밖으로 소리 낼수 있는 그런 곳이었나?그럼 너 왜 이딴 x쓰레기 소리 하는데. . ?너도 약자니까!!그렇게 소신 있는 사람이 누구 사주 받고 이딴 소리 하냐!!
134,0,뭐라고 '보' 가 들어가면 여성혐오였어? 보리차 보자기 보성루 이거 다 여성혐오임
135,0,어쩌라고요 개는 반려동물인데요? 개를 괴롭히느니 사람이 괴로운게 훨씬 낫지요 개가 우선입니다 야만인들아
136,1,뻔뻔해도 처벌근거는 없다. 그게 x같은 현실이긴 하지만 저런경우 원인제공 흰차량은 단순 찐따일뿐 잘못은없다. 일단 버스는 안전거리 미확보로 뒤에서 받았으니 버스 과실로 나올테지. OOO
137,0,뭐이런십진핑이
138,1,"아새기가 오죽 별나면 쳐 맞아겠나, 아새기들 오냐오냐 키우면 버릇이 후장된다. 아새기가 세상 무서운 줄 모르고 설치면 존나게 패는 게 약이다"
139,2,트럼프가 한국방문했을때 좌빨들이 트럼프욕하고 미군철수해라고 데모를 하니 트럼프가 열받아 이런나라 지켜주면 뭐하나고 생각했네. 한국에 앞날이걱정스럽다. 북위협뿐만 아니라 경제도 개판나겠네
140,1,아직도갈길이바쁘다쥐박이 최순실교과서 우병우 김기춘 이것들친일파후예들은 무슨짓을벌일지모른다 벌써내각제바람몰이하고있다 자자손손권력나눠먹자고OOO들이다 정신바짝차려야지 하면서스스로를격려하자..
141,1,"좌편향 기술을 바로잡겠다고 국정화를 한다?지랄하네ㅋㅋ 독재,친일세탁 개새들아 진짜 막나가네 시벌. 경찰,군이 다 니들 손에 있으니 끝까지 가겠다는거냐. 하... 시민들 수만명이 시위를 하면 뭐하나. 진짜 엿같네"
142,0,은하철도999 타고 가면 얼마나 걸림
143,1,제발 뒤재인 문졌으면 ㅜㅜ
144,0,이로써 민주당이 대통령 될 일 없을 것이다.
145,0,꼬꼬면 등장에 견제 하는 듯한 . 느낌을 지울수 없는건 나뿐인가...ㅎㅎ
146,1,김정은이 부릅니다 개소리
147,1,x랄들 하고 자빠졌네. 니들 한 열 트럭 갖고와도 삼성이 낸 업적에 명함도 못내밀어
148,1,아이폰은 뒤에 TV가 아예 안보이는구먼. 더러운 대만제 개잡 쓰레기폰임을 다시 한번 확인시켜주는군
149,1,"예상치도 못하기는 뭘 예상치 못해 그떄 한나라당이랑 새천년민주당이 손을 잡는 희대의 코미디 연출, 그래서 딱 재적의원 과반수의 출석과 그 전원 찬성[대통령 탄핵은 재적의원 과반수의 출석과 2/3의 찬성요구]로 인하여 딱 노무현 탄핵시킨거지. 니네들이 계획했는데 뭔 개소리냐."
150,1,별그지같은 련 하나같다가 g럴을 하네
151,1,당연히 피해를 입겠지만...북한이 꼴랑 몇명 죽이겠다고 국제적으로 비난받을짓을 굳이 할필요가 있을까? 그리고 저물 다 방류하면 북한도 가뭄땜에 좃되는데 ..현실성이 없음
152,1,"반일,반미계속해 문재앙씨 친중,친북 계속되는 시고 나라 공산화에 집어던져라 문쟂앙씨"
153,1,담배펴도..아닌척하는데 진짜 뒤에가선 엄청 욕나오고 손이랑 코 숨참다참다 마실때 기분 더러움 ㅋㅋㅋ 특히 밑에 할아버지 살거든요? 존나 펴대는데 환풍이 잘 안통해서 ㅋㅋ맨 끝층에 사는 난 미침똘고새끼
154,0,하나를 해주면 열을바라고미개한 유족들 끝도없는욕심에국민들도 지겹고 짜증나는디왜 대통령을만나두 터무니없는것들만 늘어놓는디 우째만나누 이것들아
155,0,수입해라! 우리나라 우유값 버터 졸 비싸!
156,0,국민의당이 가운데서 캐스팅보드 역할을 하겠네. 어느쪽에 붙느냐에 따라 법률 안건마다 과반이 달라지니... 국민의당 뽑진 않았지만 국민이 바라던 구도가 아닐까 한다
157,1,역시 트럼프는 전쟁꽝인가?? 미국 참 쓰레기같네! 어쩌다 이런 유아틱한 놈들이 세계 강대국이 되었을까??!!
158,0,무서운 사람들 ㅡㅡ
159,1,대한민국에서 할수있는 법조계 쓰레기짓은 다하네??ㅋㅋ 역시 닭년~
160,0,제발 모두 무사하길 바랍니다
161,1,조슬 까고 있네아 깔 조시 없네 ㅠㅠ
162,1,ㅋㅋ 이젠 아주 소설을 쓰는구나.좃 썬
163,1,뭐가무너졌다는거냐?이나라가언제?말같지않은쓰레기집단들?언제누가어떻게무너졌냐고?지금21c다.옣날방식도못벗는자가무슨?
164,0,이분 아무리 생각해도 멋있다.존경합니다 교수님
165,0,51살 할머니면 애미 애비는 10대나 잘해야 20대초반~애를 둘씩이나 낳고... 할머니도 만만치 않게 자손을 일찍 낳으셨군요~ 먼저 배움의 근본을 채운 다음에 자식을 낳았으면 합니다... 나중에들 후회하지 말고...
166,2,ㅋㅋ 의원 뱃지 한번 달아본적 없는 인간 은퇴하는게 진짜 대단한 일인가 보네 ㅋㅋ 기레기 새끼들 준석이 사랑에 피눈물 난다 ㅋㅋ 진짜 기레기 새끼들 선택적으로 이 ㅈㄹ하는거 역겨워 죽겠네 ㅋㅋ
167,0,답답...그래서 부취제가 어디서 왔냐고요? 부취제겠지 라는 추측말고 팩트를 알고 싶다고요..
168,1,"이런 쪼다같은 놈이 또 설치나, 네가 없어져야 한다는 걸 모르냐?새민련 정청래와 같이 놀아라."
169,0,자격박탈시켜야지
170,1,지랄을 하고 있네 쓰레기도 분리수거해야지 한번에 모아놓으면 쓰겠냐
171,0,이제와서 뭐하러막아 그냥 정치나하게 놔둬
172,2,카다피 관저 파괴에..좌빨 절라도 김대중 그립다...노무현 운운 이런 글올라 오는건 머야? 기사하고 아무관계없는건 왜 올리지? 문맹들?
173,1,사내 새끼가...한입으로 두번 말하는...에휴. .창피해... 두쪽 떼서 지나가는 개가 줘라...달고 다닐 자격 없음..
174,1,광안리가서 일곱시간 피시만하다왓다 OOO
175,0,"정치인들 다 공약만 있지... 뭐든 선택에는 희생이 따르는데, 미세먼지 줄인다고 화력 발전소 가동률 줄인다고 ? 겉은 논리가 맞지.. 실 사정은 어쩔 그 에너지원 커버리지는 무엇이며, 그 대안이 현실적으로 적용 가능한것인지에 대한 내용이 없네 ㅡㅡ"
176,0,전세값 고공행진 당분간 계속되겠지요~! 방관자적 태도로 대출이나 알선해주고 있으니... 인구분산정책을 하지 않는 이상 집값은 유지되는 것이고 있는 사람들 편하게 살게 해주는 정책이지요... 그래서 표 많이 얻잖아요!
177,0,그리 착해빠져서 어떻게 살려하십니까 이세은 1마리의 양과 10마리의 늑대가 있는 형국인데 모두가 당신같은 마음이 되길 빌지만 조금강해지십시요
178,1,자수해 이 천벌받을놈아 아님 자살도추천 자살 해라 벽돌 얻어다가 똑같이 우리나라 기술발달한거 모르냐 곧 잡힌다 이쓰레기같은 살가치도 없는 역겨운년아잡히기전에 자수해라 진짜 고양이 귀신 붙어서 평생 괴롭힘 당한다 니는
179,2,20대가 세상을 바꾸자.. 20대가 정치하여 복지국가 만들자.. 나라에서 월급받자.. 공부할 필요 없고..취업하여 일할 필요없다... 선거하여 복지국가 건설하자
180,2,다케시마에서 꺼제 미개한조센삐드라
181,2,핏불이 김치년을 응징햇네. 잘햇다 우리 핏불 ~
182,1,부시 이후 미국이 많이 밀려난것은 사실이지..무기를 팔아먹던 다른 나라 석유를 뺏든 간에 일단 자국의 이익과 국력을 키우려한것이 공약이였고 그것을 지키는중 인대..불안하기는 하지만 우리나라도 본받았으면 좋겠다..국민들 살기좋게 만들어놓고 해처먹으면 누가 뭐라고하냐..국민들은 다 힘들게하고 지들만 처먹을라고 하니까..이난리 난거지.여당이든 야당이든 국민들 부터 생각하고 난중에 니들꺼 해처먹어라..닝기리 조또년아
183,0,애초에 개성공단은 임금이라는 측면에서 입주기업들에게 상품에 생산단가 다운이라는 큰 메리트를 준건데 반대로 그에 상응하는 리스크는 알면서도 모른채 했던건가? 그 동안 재미도 많이봐놓고 막상 일터지니 정부한테 보상금 더 뜯어내서 손해 안보려는게 참... 다 잃고 리스크가 큰 사업에서 정부가 90%면 보상해주면 충분하지 끝까지 지들 이익만 챙기려는 수작이 꼴불견
184,0,5번째 다주택자 불이익 폐지??? 이 것은 절대 폐지해서는 안된다고 본다. 불로소득자의 표본인데. 불로소득자들을 먹여살리는 사람들이 수입의 30% 이상을 월세[렌트비]로 사용하는 렌트 푸어들인데???
185,0,한국 일본 협정 반대하던 이명박도 중국산 멜라민 우유 먹었나 한중FTA 한일FTA 하고 중국하고 군사협정하고 일본이랑 군사협정하고 참 이상한 나라다 왜 저러지
186,0,노답노답노답노답노답
187,0,"밀양에 할매 할배들 욕하는 놈들 봐라. 땅이 10만평, 20만평 있으면 뭐하노? 송전탑 들어서는순간 땅은 팔지도 못하고 평생 전자파 받으면서 살아야 한다. 그런데 400만원에 합의 하겠냐? 니같으면 하겠냔 말이다."
188,2,문슬람달창들은..왜이렇게트집만잡는지..악플좀그만달아요..
189,2,종복편향 씨앗들이 각계각층에 다 퍼져있어! 독버섯처럼! 남로당 후손들이 자리 잡았지! 지애비 애미 복수하려고
190,1,가장 성공적이어서 학생 자살율 당당하게 세계1위냐 OOO야
191,1,남편이OOO OOO년 말려죽일라 춘천이면 가서 계란좀 던지고올까? 어차피 집유도 안나올텐데 십17세 언니라는 년은 뇌가 무뇌년인가ㅡㅡ
192,2,"서울에서 고향 어디세요? 물으면 충청도=대전입니다. 강원도=춘천입니다. 전라도=광줍니다., 경상도=이노마가 다 암시로 뭘 묻노? 내 말씨 들으면 모르곘노? 니 지금 내 놀리는기제? 칵 쥑이삘라. [쌔빠닥이 돌뎅이라 10년을 서울 살아도 사투리 세탁이 안되는 경상도사람의 신경질적인 반응인데요, 특히 이명박정권의 실패나 엽기패륜 사건등 또 김길태 사건이후로 심해진것같아요]"
193,1,야이 OOO것들 일어납시다 다른 나라는 국민이 일어나 탄핵 해서 대통령 처단하는데 우리는 ...ㅠ OOO 일어납시다! 아 민주당은 당장 국민이 하나로 뭉칠수있는 계기를 만들어줘라 OOO 가만히만 있지말구 OOO람들아
194,0,하이테크 사지마세요!!우익예요!!독도를 지켜쥬세요~!
195,1,악플러 고소한다는 기사에도 악플달고 고소각 못재는 빡대가리들 왜이렇게 많음ㅋㅋ나중에 아이고 죄송합니다 굽신굽신 거리고 있을 한남들 모습 뻔하다 절대 선처해주면 안될듯
196,1,교회 처막을거면 클럽부터 막으라고 박원숭 띨bbak새리야 도대체 구두쇼 옥탑방쇼 같은 쇼말고 할줄아는게 뭐임??
197,0,다른 나라는 대표기업키우려고 엄청 노력하는데 혼자서도 잘크고있는 우리나라 대표기업을 해하지못해서 안달이네 그것보고 외국인친구가 한국은 어리석은나라라고 하더니만 그말이 딱맞네 삼성이 어려워지면 한반도경제가 어려워지고 그피해는 고스란히 떡검과 국민에게 돌아오겠지 부메랑이되어서 언젠가 그대로 돌아올거야
198,1,저렇게 시킨놈도! 저렇게 출력한놈도 모두 꼴통ㅅㄲ들 애들이 얼마나 상처받을지....ㅠㅠ 대갈통에 똥만찬것들
199,1,그래 박근혜 물고 늘어져야지..이제 떡검은 물증없이 박근혜가 불법으로 쫓아낼려고 했다 할거고.그냥 사형시켜라..문등신 임기 끝나고 똑같은 기준으로 특검하고
200,1,좃.만이나 빨리처리해라 똥싸는짓 집어치우고 가전까지 날려버릴거다... 크고 비싼폰은 쓸모가 없어 글자치기만 불편해
201,2,위안부가 창녀라는 이미지를 한국김치년들 국제적으로 심어주네
202,0,슈벌 5잔이한계인데 난정신이군
203,1,중국이 야금야금 우리나라 상권을 잠식하는구나..암것도 모르는 정부는 좋단다..제주도 다 팔아먹고 드디어 육지로 상륙하네..미친정부...
204,1,국회의원 연금법이나 중지시켜 국민을 생각안하는 OOO같은 x들아!!! 니들끼리 싸움이나쳐하지말고 지들 밥그릇챙겨가며 옳고 그른게 뭔지도 모르는 한심한 족속들!!!
205,0,현직 경위입니다 잡혀온 학생들 대학 어디인지 아시나요 ㅎㅎ? 진짜 기가 차내요. ㅎㅎ 성족조회도 해봤습니다 ㅋㅋ 경고 처분 이내요 거의다 ㅋㅋ
206,0,집 사지마라 집가진 노인들 몇년~십몇년 후면 다 죽고 한국 인구 감소되고 집값 자연스럽게 거품 꺼지고 하락하고 젊은 사람들 노력해서 돈모아서 대출받아 집사라고??ㅋㅋㅋ 미친인간들 니네집값 담합으로 올려놓고 젊은 사람들한테 깡통 콘크리트 덩어리 넘기지마라 그냥 즐기고 쓰고 해외여행다니면서 결혼도 애도 낳지말고 살아 이 나라가 20대한테 뭐 해준거있냐??
207,0,민주화하는 놈들 다 때려 잡았어야 하는데.. 아쉬움... 저놈들 때문에 민주화가 안좋은 뜻으로 쓰이는 거 같음.. 정의는 없고 목적만 있는 놈들.. ㅋㅋ
208,1,아베대변인 좃선은 폐간하라
209,0,미국도 유럽도 한국도 일본에서도 팔수 없는폰 미국에서 오프라인 A/S점 운영 안하면 판매불가 수준이고 한국도 일본도 유럽도 마찬가지인 상황인데 계속 온라인 A/S만을 고집해서는 판매가 중국 말고는 힘들죠
210,0,"웃기네~고교생이 2년간 미국 유학 갔다왔다고 논문 번역할 실력이 되냐?기술논문은 영어 좀 안다고 할 수 있는 게 아님~조국부모가 머리나쁜 딸 대학과 의학원 보내려고 작당하고 비상하게 머리돌린게 빤함..외고 집어넣으려고 2년간 외국유학 보내서 유학자 특례입학으로 외고 입학시켰고..문과에서 이공계 대학을 집어 넣으려고 스팩쌓기로 고교2학년때 미국 대학으로 유학간다고 뻥치고 고교생을 대학 연구팀 인턴에 두차례 억지 집어넣어 제1,2논문자 만들어 고대이공대 입학..부산대 의전원 특례입학시키니 따라가지못해 2번 낙제해 짤릴 애한테 장학금 줘"
211,1,저 문벌구새끼 동남아 가서 또 얼마나 구라를 쳐 댔을까 생각만 해도 챙피해서 미치겠다 문벌구와 대화할때는 녹음기가 필수 인데 쩝
212,1,말해준사람이 OOO이지 나같음 말안한다 ㅁㅊ것들 아냐 ㅆㅂ
213,0,물이 안빠지는건데 그쪽 행정이 문제지. 망할 공무원넘들.
214,1,어따 훈계질이야 OOO이. 니 논리면 불매운동하려고 '개인사업' 하는 택배기사들이 자의로 돈 버리고 안한다는데 그건 국민의 뜻이 아니고 택배기사는 니 노예고 하인이냐?? 저년은 국회의원이나 되면서 택배기사가 어디 종속된 사원인줄 아는년인가????
215,1,이런더러운재단에서누가돈내고공부하냐~~ 내같으면 바로자퇴한다~~~학생안오면재단새키들도손꾸락빠는거아녀???
216,1,사진보니 더 화가나네.. 짓밟을때는 자신의 몸무게가 좀 된다는걸 인식하고한것아닌가. 그 덩치로 말이야....바퀴벌레만도 못한
217,0,X맨의 부활~!!
218,1,OOO나는 아직도 베레기1이다
219,1,OOO~~~~~~오바마를 뽑아야겠다
220,0,혼자 빵이치지 말고 밑에 애들 다 데리고 굶어 라. 내가 낸 세금으로 월급 받아쳐 먹으면서 밥 값도 못하는데. 당연히 굶어야지
221,0,여기에 알바생들이 많은걸 보아하니 촛불민심을 제일 두려워 하나보네요 이럴때일수록 더 합심해서 모여야 할 때입니다.
222,0,그래봤자 우리나라는 다문화 밀고있음 중국한테 제주도땅 다팔아먹으면서 해군기지 안된다고함 대한민국 수준임 박근혜나 민주당 이나 똑같은놈들임
223,0,이자식 주둥아리 나불대는거 보니 또 대형 악재 터지겠군
224,0,깜빡이 잘 넣고 요리조리 다녀도 일찍 갈 수 있어요~ 솔직히 서울 댜로에서 겁나게 천천히 가는 인간들 땜시 사거리 신호 몇번 타이밍 안맞으면 10-20분은 금방임..
225,0,80세이상 운전자에게 보험료를 일괄적으로 500만원씩 매기면 될일이다
226,0,몸팔아 돈번 여자들도 처벌받아야지. 피해자 코스프레하는 건 아니겠지.
227,0,사법부가 성폭행 한거구요 정치벌레 또한 같이 저지른 범죄입니다..어디까지 가야 법을 바꿀겁니까??
228,0,중국을 몰리도 너무 모르네!
229,2,역시 짱OOO ㅋㅋ 어떻게 사기칠까 고민만 하고 짝퉁만들어 내고 여러가지 연금술로 쓰레기에서 음식을 만들지 ㅋㅋㅋ 저러니 사람들이 중국거는 안쓰려고 하는거 ㅋㅋㅋ
230,1,제발 사형제도 부활합시다 흉악범들이 난무해서 어디 선량한 사람들 겁나서 살겠습니까?? 저런 인간도 아닌 OOO한테 자식잃은 부모는 어떻게 살란말입니까 인권은 사람한테 필요한거지 저런 개만도 못한 쓰레기들한테는 과분 한거지요 제발 사람사는 세상좀 만들어봅시다 무조건 사형제도 부활해서 인간 말종들은 폐기 처분합시다 저어린 학생이 무슨죄가 있습니까 아~~~~~ 진짜 안타갑고 불쌍하네요 남겨진 가족들은 이억울함을 어떻게 하지요??
231,0,초보 운전 스티커가 임산부한테 증정 되었으면 좋겠어요 그러면 좀더 조심 할수 있을 탠데
232,1,또 시작이냐? 노무현 대통령 또 시작이냐? OOO집단 막장으로 가니까 뭐라도 건져야겠지? 그래 노무현 딸래미가 그랬다고치자 니들한테 득될것 같냐? 박원순 시장 뒤통수 치려다가 그렇게 당해보고도 그래도 네거티브에 매달리냐? 개꼬리 3년 아니 30년을 묵혀도 여우꼬리 안된다는 말이 왜 나온줄 이젠 알겠다 어쩔수 없는 집단이라는거 이제 4월이면 땅을치고 울날이 올거다 문재인 뒤는 얼마나 파고 다녔을거야? 아무리 뒤져봐도 건드릴데가 없었지? 어디 한번 보자구...무보수 알바 올림
233,0,졸빨아먹고 또달란다
234,0,내 가는곳마다 냉장실은 곰팡이 덕지덕지던대. . 그딴데에서 장을어떻게 보냐??? 진짜 시장더러움.
235,1,캐쌔 ㄱ 끼들구나 이런정부른 지지하는인간들 대갈통을 갈라놓고싶다.
236,1,견찰새끼들 존나 한가하네 엄마가죽일려고해요면 몰라도 잘물어봐서 싸다구한대맞았다고하면 출동할시간에 잘알아듣게 야그를잘해줘야지 그런교육도안받나 존나 밥OOO같은넘들 지구대엔 신입이아니면 퇴물들만있으니 안봐도 비디오지
237,0,웃기는 대한민국..건강보험은 일년에 한번도 않가도 계속 오르고..국민연금은 정작 필요할때 받지도 못하고...명칭을 바꾸는게 오히려 맞다.건강세금.국민연금세금으로..어차피 혜택 제대로 받지 못하니.
238,1,아 ㅅ ㅂ 동성끼리 결혼하라고 걍 놔둬.저 나라에 문화와 개인 취향인데 왜 님들이 상관하는거.그냥 놔둬요.더럽다고 하시는데 와나 진심 우리나라 문화 생각이 참...
239,0,손흥민 선수의 한골은 대한민국도 할수 있다는 지긍심을 심어주었습니다 화이팅!
240,2,북한주민쌕히등 분노의 키보드질 오지넼ㅋㅋ 귀순한놈 처벌하라는 장애인들 김정은욕시키면 절대못함 ㅋㅋ
241,0,기독교고 신천지고간에 전부 지들이 말하는 성전에서 불타죽어야만 아.. 여기가 지옥이엇구나 할거다
242,1,아 진짜 머리 돌들 초파리랑 사람이랑 비교하며 댓글다는 대갈뽀끔밥같은 자슥들
243,0,감옥에 갈 날이 얼마남지 않았습니다.
244,2,자살 당했당꼐?ㅋㅋ 졸라도 놈들이 매일 마더뻐커 욕쳐먹으니까 결국 한다는 짓이 마더뻐커 자살로 위장해서 죽여분것이랑꼐? 요즘 교도소에서 자살이 쉬운줄아나?ㅋㅋ 청송교도소 청주교도소 광주 전주 교도소 대부분의 장소에 CCTV가 장착되어 눈에 띄지 않는 곳은 화장실 정도밖에 없다. 그런데 저런 희대의 악마를 그냥 방치해 자살하게 놔뒀다? 절라리아 윗대가리 놈들의 사주에 의한거 아니면 도저히 불가능한 이야기다. 이건 절라리아 놈들의 쇼에 불과하다.
245,0,처음에는 허위사실이니 뭐니 난리부리더니 지니까 다른거로 생색내네 ㄷㄷㄷ
246,1,박근혜 후반기 안정적인 국정운영?능력이나 있나? 무식한 탄소가스.최저시급도 모르든 사람이!
247,0,우리 대한민국 현정권이 정말 잘 판단하시기를 바랍니다 .. 평화도 내가 힘이 있어야 가능합니다 ^^ 그동안 저질러왔던 온갖 국방비리 자들은 무기징역이나 사형에 꼭 처합시다 ..
248,0,쌍도남 클라스 ㅋ
249,0,백원우 의원 디질때 내가장레식장에서 축하곡?함해주까? 정닌챙기자
250,0,진짜 올해 하나도 안덥고 너무 좋던데?
251,1,자한당이 패트저지하려고 했듯 극렬하게 막지않은게 정권바뀌면 칼두개다 이 생각인거같다 정권바뀌면 친문광신도들이 공수처폐지로 시위할거 생각하니 헛웃음이 나온다 나라에 암적인존재 두곳이 정권돌려먹으며 한짓이 이거다 정말 한심하다 두곳만 보는 국민들도 한심하다 제발 내년총선 그리고 다음대선에 정치혁명좀하자
252,1,미친 왜자꾸 기다리라는 건지. 아후
253,1,오늘 면허취소 벌금 딱 300 나왓는데 이기사가 눈에 뙇 ~~ ㅅOOOㄲ
254,0,대한민국의 평범한50대인데 백종원씨의 철학과 TV에서 보여지는 모습은 나이는 어리지만 존경합니다.
255,0,삼성이 빨리 망했으면 좋겠네요
256,1,거지 대장이랑 경협 시부리는 놈은 대가리에 뇌는 들었냐?
257,0,이거 생중계로 해주면 안되나..그러면 보는눈이 많으니 검찰도 제대로 할것같은데...
258,1,저동네는 사기전문 동네인가봐...야~OOO아........갈치 값이 얼만지 시장 가봐라...주뎅이만 뻥긋하면 거짓말에 뒷통수에...
259,2,시민들은 레알 홍어 선영이 검거 소식을 더욱 바라고 있음ㅋ 왜곡.편협.날조.도배.유언비어로 사람들을 세뇌의 도구로만 생각하는 야비함과 드러움을 타고난 기생충 홍어 그리구 김미영팀장 왜 검거하냐? 명개남과 홍어들 왈 도요다다이쥬 슨상님과 노무현님의 유훈을 받들어 서민금융 세상을 만들려 애쓴 홍어조폭 사채업 홍어민주화의 혈맹 동지인데? ㅋ 김미영 팀장같은 유능한 인재들이 애써야 부산저축은행 대전저축은행처럼 광주일고 호남향우회 구멍동지들끼리 모여서 호남향우회장학금 수십억씩 뿌리고 난장까며 논뒤에 튈수있지 ㅋㅋ
260,0,정치 관료들이 연예인 저러구 안불렀음 좋겠다 자기가 부르면 다가니까 종부리듯 부르는거야 뭐야 별로 않좋아보인다 드러워
261,1,늙은새끼 콱 밟아 죽이고 싶네
262,0,단독범행이래.... ㅋㅋ 개그하고 자빠졌네.....
