id,Manual code,comments
263,0,"개가 그냥 아무이유 없이 그냥 물었을거라 생각하나? 여친집이면 어느정도 개하고 안면도 있었을테고 그런상황에서 낯선이도 아닌데 그냥물지는 않지 조올라 괴롭히고 귀찮게하니까 물었겠지 물린새끼는 ""어라 이 개새끼가 무네 쳐죽어라 했을거고"""
264,1,눈은 장식품이 아님.. 아이템 구매하는데 가격이 나와있구만 사놓고 폭탄 맞았다고 헛소리 삑삑거리는 놈들이 OOO광고하는거지
265,0,얼마나 힘들면 그럴까 생각해봐야합니다 국민 한쪽이 외면받는 정책은 문제가 있는거아닌가요?
266,0,"그리운 이름, '김본좌'"
267,0,지구 온 나나 때문이잖아
268,2,우리나라도 마찬가지지...한달월급150도안되는애들 시급6000원짜리알바하면서 점심은 삼각김밥먹고 커피는 스타벅스가서 똥폼잡고 5000원넘게 주고 앉아있는 김치뇬들...ㅋㅋㅋ
269,0,애미추 503이랑 같은방 쓰게 해주세요
270,0,전관예우는 없어져야한다! 반드시
271,0,vs Nude Island VS Double Dog Island
272,0,강아지 4마리니까 이름을 구사..일생...천만..다행...이라고 지으면 되겟다
273,0,시진핑이 혈맹이라고 말한 순간부터 중국이 북한은 절대 버릴 수 없다고 선전포고한거지. 그러면서 북한이 잘못하면 우리 책임없고 미국책임이라고 언행불일치적 발언을 하고 있음. 중국은 지도자부터 글러먹음
274,1,꼴통새끼들아! 지금과같은 청문회방식 노무현정권 시절 야당이었던 당시 한나라당이 만든거야...ㅋㅋㅋ 참여정부 엿먹이려고 만든 방식이 부메랑이 되서 지들 발목 잡을 줄 몰랐나? 한심한 놈들!ㅉㅉㅉ
275,0,민주당 솔직히 딴나라당에서 나와서 들붙은애들 넘 많다..손학규부터가 드렇잖여..
276,0,"내 피파 스쿼드 호날두,베일,수아레스,이브라이모비치,벤제마, 산체스,테베즈"
277,2,장관할때 딸 판사시킨 홍어놈.. 법무부 장관 해 처먹는 동안 새파란 지 딸뇬 판사 시킨 홍어놈... 요즘 같으면 아주 난리가 날 사건인데 그때 전혀 아무 물의도 없이 조용히 넘어갔지.. 우리가 참 무서운 독재정권을 겪었당께? 노른자위는 고사하고 온갖 자리라는 자리는 온갖 특혜라는 특혜는 모조리 즐라도 홍어들과 좌좀들이 다 해 처먹는 히틀러 스탈린 모택동 김일성 독재보다도 무서운 국민독재 헐... 그것도 달구지 끌고 다니던 100년전도 아니고 인공위성과 우주선이 날아다니는 이 자유와 민주의 2000년대에 말이지... .
278,1,근혜누님이 오늘따라 슬퍼보임 아베쪽바리OOO
279,1,저새끼도 아직 상황파악 못했나보네 ㅋㅋ농가에서 일부러 쓴게 아니고 지침없어서 상점가서 살충제달라고해서 뿌린거잖아 ㅋㅋ이게 농가가 속여서 그런거냐? 아님 정부가 등.~신이여서 그런거냐?ㅋㅋ
280,0,악마
281,1,시급 오르면 미하냐? 씨바 월급은 똑같다 월급에 다 녹아 들어갔네... 이런짓을 왜 하는건지.
282,0,"안드로이드는 구글이 만든게 아니라. 실리콘밸리에 있는 아주 작은 벤처기업에서 만든 것이다. 안드로이드 OS를 만든 다음에 규모를 키우기 위해 여러 기업에 회사 매각을 제의했고, 거기에는 삼성전자도 후보에 있었다. 그 중에서 구글이 회사[안드로이드]를 인수한 것이다. 만약 한국의 중소기업에서 이런 독창적인 OS를 만들었으니 우리 회사를 사달라고 제의하면 어떻게 될까. 인수할 것처럼 바람만 넣고선 기술과 인력을 빼와서 대기업에서 비슷한 짝퉁을 만들어버릴 것이다. 한국인이 무능해서가 아니라 대기업이 창조경제를 망치는 것이다."
283,1,법 진짜 ㅈ같네 멀쩡히 주행하던 사람이 피해자지 고속도로 한복판에 그것도 이차선에서 멈춘사람이 피해자냐? 경찰 변호사 판사는 다들 면허가 없냐
284,0,사람이 꽃보다 아름답다고 노래 처 부르던 그 놈은 뭔 생각으로 그따구 노래를 부른겨.
285,0,양호야 빨리 불어 나라를위하고 현아를 위한거야
286,1,내가 남자라고 해도 저딴 ㅁㅊ시키보고 수치심이 느껴질 정도다 저딴 인간?? 화학적거세?? 필요없다 그냥 없애라!! 물리적으로!!
287,0,애들아 판매 1위가 메이드 인 짱개라는걸 잊지마내 말은 잘 보고 사란거다
288,1,장하성 씹허를 놈아 경제 망친거 좀 봐라 개수에이야 중국 가서 한국 경제 보니 답 나오니?
289,1,정부에서 막을 힘 없으면 서해 5도민에게 무기지급해라 의병 이라도 일의켜 뙈놈들 막을테이까 간나 시키들아
290,1,18..개 .재앙.. 새..끼야.. 김정은이 왜 오는 이유도 모르겠고..무식하게..밀어 붙치는 이유도 모르겠고. ..에이.십.브..랄것
291,2,"정경유착과 부정부퍠의 원조는 개정희와 개누리당이지. 근데도 붕신같은 궁민들은 빨타령만 하고 자빠져 있고 세뇌교육 당한 것도 모르고 무조건 개정희 존경한덴다. 북한처럼. 그러니 나라가 갈수록 더 개판이지 , 암만 따들어 봐야 선거때 빨타형하면 붕신 궁민들 무조건 또 1번 찍는다"
292,1,윌소득 800백만원?? 이게 기사 꺼리라고 쓴나 날씨가 더워져 가니 별 미친 기사가 다나오네 이 어려운 경제속에 허덕이는 서민들이 얼마나 많은데
293,0,중국인들이 많이 찾으면 대형프렌차이즈 매장들이 들어서고 기존의 있던 명소같은곳은 다 사라지겠지? 나중에 명동꼴 나지싶다.이러다 진짜 제2 중국땅 되는게 아닌지...이미 제주도도 중국인이 점령한 마당에 ㅋㅋㅋ 제발 상인들이나 건물주나 윗놈들은 눈앞의 이익만 쫓지말고 멀리 세보 앞까지 내다보는 현명함을 지녔으면 좋겠다...
294,1,"미통당에 저능아 또라이들만 있는게 아녔다면 이번 총선에서 민주당과 호각이었을텐데, 쌩 정신병자들만 있어서 견제도 안되고 참, 나라꼴 잘돌아간다.."
295,1,나라에 투자해 청년들 살릴생각을해야 인정을 받지 오직이득많이남는 해외투자나 해쌌니 너 들어간다고 삼성이 망하것냐 ㅋ 죄지었음 죄값받어 시방새야
296,1,정신이 똑바로 박힌 인간이면 그런 정신나간 노인네 할망구 보고 대통령해라고 안한다. 그냥 대통령이 누가 되던 똥누리당의 가치를 보고 미는거야. 쟤들은...
297,1,여자란 이유로 돈은 적게받고 세금은 더 내고... 싱글 여자가 죄인이냐? OOO 회사에서 나보다 열심히하는 남자 선배를 본적이 없는데... 쳐 자고 나와사 일부러 수염 안깍고 밤샌척... 밤 샌 나는 씻고 나와 상사새끼 선배놈한테 고생이많다고 OOO
298,0,나두 참..돈이 무섭구나 느꼈네요..유가족분말이 맞았음..근데 생명공학전공자까지 낀 변호인단 구성해놓고 무슨 진실을 알고싶어서..말로써 싸우는사람들이라 참..고상하게 갖다붙이네요..ㅜㅜ
299,1,OOO들... 저딴 걸 정치라고 하냐. 다 너네 돈이냐? 봇물 틀듯이 막 쓰네? 대가리에 뭐가 들었냐?
300,2,종북좌빨들은 선거부정녀 이정희의 정계은퇴는 촉구 안하나? 투표조작에 비례대표선거부정에... 이정도 했음 정계은퇴감 아닌가? 이 쓰레기들아...
301,0,잘못이라면 무죄추정의 원칙도 지키지 않고 범인으로 확정한듯 발표해댄 경찰과 확실하지도 않은데 자극적으로 보도해댄 언론이다. 고발인이나 피고발인이나 자기 할말을 하는건 그들의 권리다. 문제는 양쪽 다 들어야할 경찰과 언론이 한쪽말은 개무시했단거지
302,0,우리나라 같았으면... .. 말하기도 싫다
303,0,이제 그 만들 했으면 좋겠다 국회의원 약도 없는 병이다. 죄다 국회의원만 할려고 하고 애들 한테는 절대 국회 들어가지 말아 도둑놈 소리 듣는다. 그런다 이런 OOO의 국회 북에서 오늘 5발 또 날련네 조만간 국회로 5발 조준 발싸 대박 우리 국민은 절대로 울지 않는다 그져 경사난네 경사났서 하고 쓰레기들 욕하고 내 저럴줄 알았네 하고 함막웃음 짓는다 동의 하지요 여러분
304,1,얼아나 답답했어면 제초제를 마시고자살을 삼가고인의 명복을 빕니다댓글에 욕하는 인간은 너희 부모가죽어도 잘했다고 욕하고 OOO힐고냐??에공 뇌 없는 인간들 닭 오리를폐기처분도 중요하지만 이런곳에욕하는 인간들 묻어야되 ㅉㅉㅉ
305,1,OOO이젠 만세운동을 한국에정치판에 해야되는건가 도대체변화거없어
306,0,한국에서 제조국 인대 비싸고 원가공개도 않되고 정부 제조기업 통신사 도움주고 받고 이러다 보니 국민은 호구되고 외국통신사는 국내 진입이 않되니 물은 썩어가고
307,0,아이폰 솔직히 게임하려고 오타쿠들이나 사는거아니냐...
308,1,류성우보고있냐시내에서 내눈에보이면 너새기뒷통수 아작난다..이병일병 맨날 괴롭히던 인간쓰래기 ㅗㅗ변태섹기 OOO하고싶으면 돈내고 사창가가던가 왜 후임병보도빨라고시키냐 미친변태쓰래기야~빡큐
309,1,"불법폭력시위는 처벌 받아야겠지만, 왜 다수가 시위했는지 메세지는 듣고 욕해라. 대부분이 노동자일텐데 무조건 욕만 하냐? 욕하는 놈들은 사업자냐 아님 뇌는 악세사리냐? 몇몇 OOO들이 이석기 석방등을 요구했다고 다수가 요구하는 것은 무시하고 그 것만 이슈화하는게 머리가 있는 사람이 할짓이냐?"
310,0,엄하게 처벌해야 합니다 취중에 저정도 이면 평상시에는 얼마나 개망나니였을까 짐작이 갑니다ㅠㅠ
311,2,저런 종북종자때문에 요즘 진보는 설길이 없고 7시는 신나게 까이고 다음대선도 보수 정권 안착 ㅋㅋ
312,2,문재인=김정은만 보면 자지가 발딱 서는 청와대 공식 게이놈
313,0,"손학규와 문재인에 대한 국민적기대 야원 통합을 책임지고 있는 이인영 최고위원의 게걸음이 결국 민주당 손학규 대표의 발목을 잡은 격이다. 그나마 다행인것은 민주당의 야권통합이 답보 상태에 빠진 상황에서 통합을 위한 큰 밑그림이 문재인 이사장의 손에서 결국 나오고 말았다. 야권 통합 내지 단일화 없이는 총선 대선은 꿈도 꾸지 말아야 한다. 문재인 이사장의 야권통합 박차는 자신을 위해서가 아니라 총선 대선의 승리가 아닌 필승을 위하여 통합야권을 위해 나왔다는 점을 우선 주지할 필요가 있다. 민주당에 대한 국민의 꾸지람은 야권 맏형으로서의 적극적인 역활을 주문하는 것이다. 민주당 손학규 대표와 문재인 이사장의 대선 후보의 단일화 과정은 용호상박의 자웅을 겨루는 역대 대한민국 최대의 정치적 빅이벤트가 될 것이다. 올바른 도덕적 가치로 무장된 두 사람의 정치적 거물이 존재한다는 것은 불행중 다행인 것이다. 역동적인 대한민국을 리드할 두 사람에 대하여 차기 대통령 후보군으로 불려도 전혀 손색이 없다. 야권 차기 후보는 반기문 유엔사무총장, 김대중 대통령, 노무현 대통령의 정치적 유산을 이어받게 될 것이다. 축복받게될 미래의 대한민국의 모습을 더올리는 것만으로도 심장이 두근 거림을 느끼게 된다. -태평천국을 꿈꾸는 사람-"
314,1,경고 이시저에 문빠들 설지면 안된다
315,0,참 권력이라는게 한순간이네 보시라이 운명이 딱 보인다 거의 사형감인데 쿠데타기사가 나오는걸 보니
316,0,담배 안피우는것들 신입으로 뽑지 않겠다 괜히 비흡연자 눈치봐가면서 업무효율 떨어뜨리지 않겠다
317,1,OOO 저새끼 얼굴 뉴스인터뷰에서 봄 사람 같지도 안은새끼 지가 범인인데 아닌척 하고 인터뷰를해? 머 ?그다음은 어디로 갔는지 모르겟다? OOO
318,1,하여간 우리나라는 ㄱ ㅐ.새.끼들 천지야
319,2,쒜발 아 더러워 중국 중국... 연태에 비지니스 때문에 갔다가 호텔에 가보니깐 방은 진짜 큰데 이불 졸라 드럽더라 어두컴컴한데 청소도 잘 안되서 냄새가 오래묵은 냄새.. 더럽다 중국놈들
320,1,OOO ㄴㅇ 제발아무것도하지마라
321,0,문유라의 진실도 함께 파헤치길
322,0,추첨하고 사는 조작 색히들 있는거 누가 모를줄 아냐. 그럴려고 은근슬쩍 시간차 둔거잖아.
323,2,중국과 조선족은 다 죽여야한다 ㅇㅇ
324,0,불리하고 아리쏭한 사건만 터져 해결 안되면국민들 관심좀 딴데 돌리려고검찰은 희안하게도 그 주변 인물을 검거하네 ㅋ시기가 어쩜 이렇게 딱딱 맞아 떨어지는지 ㅋ
325,1,ㅋㅋ이번만큼은 북한말이 맞네 운전도 똑바로 못하는 어리버리새끼가 운전자론ㅋㅋ그리고 김칫국하고 훈시는 뭐 예전부터 주특기 치매 쩝쩝이 병ㅅ신 재앙이새끼
326,1,쓰레기새기들 ㅋㅋ 수준이 진짜
327,0,아이폰5 나올때가 됐나보구나ㅋ
328,0,애버리고 집나간 애엄마도 처벌해야지
329,0,일본에서는 박근혜가 친일인사로 알려져있죠.
330,1,청문회없애라 꼴리는데로하고 어째 쓰레기들뿐인가 옳은놈한놈없네 박영선 김연철 민변 우리법연구회등등 주뎅이만 온갖척척 지저분하고 역겹고 구역질난다 이게 나라인가
331,1,30대 집값 폭락 쟁이 백수들ㅋㅋㅋ이럴 시간에 일이나 해서 집살 생각해라..나이 처드시고 부모 밑에서 젖빨지 말고ㅋ그지 들아ㅋ
332,1,유승준이 누구에요?? 저사람은 수티분 유씨 아닌가요?? 늬나라에가서 앨범내세요 양아치년아
333,0,"말을 해야알지. 싫으면 싫다고, 넘 네네 하니 가마니로 보잖아요. 착한 남편 시어른 자녀면 그래도 되나 그외엔 시키고 말하고, 당근만 주면 안됨 싫은 소리도 가끔해야 대우받음"
334,1,개소리까네.니들이 그런말할 권리가있냐? 그재산은 내비두면 그대로 가치유지는 되냐?
335,1,바람핀거고 계모가 아파트주면 안산다고 했고 애들 친모한테 보내면 양육비줘야하고 지새끼한테 주는돈이 아까웠냐? 그러면서 여자끼고 호호하하했겠지 이새끼 싸이코인가
336,0,저게 막는다고 막아짐? 기사가 막아서 희생을 막았다고 하던데 사람이 막으려고 한다고 막아질게 있고 아닌게 있지 승용차도 아니고 버스인데 남자 한명이 막는다고 0.5초라도 막아짐??이해가안되네.
337,1,개나라의 알바들은 개나라의 알바들은 일찍일어납니다. 최소 10명은 개나라 알바들이 존재함...
338,0,이쁘다 단아하고
339,0,핵심기술? 우리가 무슨 모터바이크 기술이 있어? ㅡㅡㅡ 걍 일본거 얻어다가 만든주제에? 250cc 도 제대로 못만드는 기술인데..먼 핵심기술 ..아이고야 배꼽 빠지는 소리허네
340,1,징징대지 마라. 이제 나라 망하면 지금이 꿀이었구나 생각할 거야. 카르페디엠이다 개돼지들앜ㅋㅋ
341,1,일본은 제가 초등학교사회공부할때부터 악감정같게해줌 독도는 일본땅 OOO 원숭이벼룩장기두는소리하네 러스크 서한믿고나대는일본인의2%는 러스크서한 완벽하지도않은 비공식적문서를받고 독도는 우리땅?우리땅인가? 하다가 니네가물범인가바다표범잡을라고 OOO하다 이렇게됀거잖아 원숭이 꼬리밟고싶다
342,1,"우리나라 99%이상이 이런 상황인데 뭐같은 정책을 시행한 정부~ 참 개념 앖는 것 같네요 무상노동의 부작용으로 분명히 이번 정책은 후폭풍이 예상되네요~ 정말 무개념, 생각없는 정책은 내놓는 식충들 거의 박근혜에 버금가는 적폐네요"
343,1,또또 라이 년
344,0,파밍이나 보이스피싱이나 강력한법으로 다스려야함범인들을 강남역 도로에 내몰리게 해서 주위에 있는 사람들이돌을 던지든 불을지르든 간에 잔인하게 처벌해야한다고 생각한다
345,0,학교를 보내도 이런경우는 허다하게 생기는데 이럴때 방편도 없이 직장생활하는건 아이에 대해 너무 무책임한거 아닌가?일주일 단기학원이라니..적응도 하기전에 끝나겠다..그동안 애들은 얼마나 힘이들까..지역 직장맘들끼리 연계해서 돌봐주든지..얼마든지 방법이 있을텐데..
346,2,일베하던놈이 대통령되면 아베처럼 되는거임
347,2,그냥 대깨문들이 제일 문제다 지금 어떤게 문제인지도 모르고 ㅉ
348,0,"확실시 주변에 아는 사람들 얘기하다 보면 누가 죽었다는 말이 나오는 듯..., 아파트에 여자하나 자살했단말 듯고 그 아파트 주민이 집값 떨어지게 죽었냐고 동네사람들과 욕하다, 딸이 자살했다고 집에서 연락왔다고 하드만...-__-"
349,1,"-- 힘없는 서민에게 고사포만 쏴 대던 삽명박, 똘그네 무리들,,,, 기름장어 내세워 또 해 처먹으려구 ? ,,,,,,,,,,,, 이번엔 하늘이 두쪽나도 택도 없데이,,,,,,,,,,,,,,,,,,,,"
350,2,서민만 조지겠다는 전형적인 좌빨들 방식
351,0,"벤조피렌은 극소량은 암 안생기니 먹어도 괜찬다. 그게 걱정이면 숯불갈비, 불고기, 삼겹살, 훈제요리같이 불에 직접 굽는 것에 더 많이 나오니 먹지 말라."
352,0,시바 지금 싸드가 문제가 아니라 미세먼지가 더 문제여
353,1,"악의축이자 쓰레기 정말 개무성, 유승민같은 배신자들은 국민의 이름으로 끌어내려야한다"
354,0,저러다 뇨자 봉지에 키스할테세....
355,0,아시아나탑시다~~~
356,0,3사 출신이 3성 이상도 대단한데 합참의장까지 되시면 정말 엘리트시네요. 군비리 꼭잡아주세요
357,1,정청래 같은 사람은 일부러 라도 공천을 했어야지..개누리는 윤상현 같은 노옴도 공천 햐줄텐대...등신들..
358,2,개한민국 인간들 좋은날 사이좋게 지내야지 처 싸우기나 하고 조센징은 다 뒤져야되
359,2,이래서 기집년들이 욕쳐먹는거다 ㅋㅋ 돈이면 다 되는데 시 발 ㅋㅋ 그래놓고 페미 거려 뒤11질라고
360,0,그게 비행기냐 ~ 스릴은 있겠다만..
361,0,이회장 이분이 진정 보수죠!!
362,0,[주]예수......그들의 일상을 보면 놀랍지도 않다.
363,2,봤지 ? 그러게 일베쓰레기들은 사회정화목적으로 청소해야된다니깐...
364,2,머리에 든게 없으면 가만히 있든가 진짜 무식하면 공부나 좀 하지 할줄아는 건 깽판치는것 밖에 없고 북한 찬양질 밖에 못하고 발끈할수록 무식한건 더 티나고 ㅉㅉ 진짜 부끄러운 줄을 모르네 진짜 공부 좀 해라 머리에 든게 없으면 가만히라도 있든가
365,1,개eee세끼들 다 고사총으로 숙청해버리고 싶다
366,1,미.친... 군대 안갔다왔나.. 어디 총을.. 그것도 실탄이 들어있는 총을 겨눈것만 해도 문젠데 당기기까지 해? 과실치사가 아니라 명백한 살인이다.
367,1,"나라가 약하면 외교라도 잘 해야되는데 외교력도 무능하고 순진한 건지 멍청한 건지 진짜 이 나라에 있는 놈들은 다 돌대가린 건지 솔직히 진짜 한심하다 나라 꼴이..전범국이 다시 전쟁할 수 있는 나라를 만들겠다니까 &#34일본, 한국 동의없이 한반도 진입 못 해&#34 이딴 어이없는 헤드라인이 뜨는데 지금이 고대냐? 중세냐? 타국의 동의없이 영토, 영해, 영공 들어오면 그건 침략이야 이것들아 ㅉㅉ 당연한 걸 외교성과라고 헤드라인 띄우는 이 나라가 진정 주권국인가? 이조가 중립국 선언해서 일제가 침략 안 했냐? ㅉㅉ"
368,2,또 전라도? 전라 전라 전라 절라 절라 절라 절라 전라전라 전나전나전나전라전라전나짜증나
369,0,글쎄 너무 추워서 생명체가 존재할수 있을까?
370,0,일본은 침몰중 토착. 일본당 도. 침몰중
371,0,"건설현장에서 어렵게 일하고 돈 조금 받아 입에 풀칠하고 주5일제는 꿈도 못 꾸고 겨울에는 춥고 일이 없고 여름에는 장마로 인해 꾸준히 일도 못하고 철 모르는 놈들은 막노동,노가다라 손가락질하는데 우리가 왜 참고 있나 택시기사들처럼 뭉쳐서 정치적 힘을 보여줍시다 건설현장에서 막노동하고 싶어서 하는사람이 어디있나 건설노동자들 뭉치면 그 가족까지 몇 백만을 될 것인데 뭉치지 못하니 허구헌난 임금체불,기술자나 잡부할 것 없이 노가다라 손가락질 받는것 아닌가 이참에 건설노동자들도 조합이나 단체 만들어서 정치적인 힘을 OOO휘합시다"
372,0,새벽에 장볼곳이 하나도 없냐 시차적응안될때 새벽에 장볼수도 없고 ㅋㅋㅋ 시장은 해뜨고 가서 장보는곳이지 24시간 규제도 풀었으면 좋겠다. 새벽에 문여는 가게는 편의점이고 비싼가격받아가는데..
373,0,트럼프 화이팅 화이팅 화이팅 !
374,1,국정원여직원공작사건 무뇌인 니가 배후자 맞지? OOO들 가담자들 잡아서 척결해야된다 국민 풍기내란죄 표창원이도 가담했다 허위공작사건 OOO들.
375,2,쪽바리들은 전쟁할거면빨리해라 갈수록 우리나라에 친일쪽바리후예들 뒈져없어진다
376,0,볼때마다 정부도 무능한건 사실이다. 야금야금 들고와서 나중에 중단 시켜야 한푼이라도 덜 주고 압박할거 아니가 ㅡㅡ 그리 외교관계를 하면서 패를 다 보여주며 이끄니깐 무능한거다 악플이 아니고 충고로 받아들여라
377,0,택시가 많아도 너무 많아..
378,1,개같은 정치인들아 다른건 몰라도 애들 먹이는건 잘 먹여라. 피같은 세금으로 미친택시기사들 연 2조씩 퍼주는 OOO짓 좀 하지말고
379,2,일베충은 수간인증사진도 올린다는게 사실인가?????니들 성폭행범이야?????
380,0,자업자득 ㅋㅋ
381,1,자한당아 독재는 이승만 박정희 전두환이 했던게 독재란다. 대한민국 100년 역사에 독재를 했던 당은 자 유 한 국 당 너네뿐이야.. 그만 사라져라 너네가 애국보수라고? 너네 독립후손들을 한번이라도 찾아봤냐? 자유한국당 너네는 이제 더 이상 갈 곳 없는 궁지에 몰린 쥐다.. 그니까 아직도 6.25때 수준의 빨1갱이만 외치는거야 대한민국 자유민주주의가 된지 몇십년이 지났는데 공산주의로 돌아가고 싶은 도라이가 어딨냐?? 그 노인네들 그만 고생시키고 사라져라 좀
382,1,OOO통 세상
383,1,저 시돼지 섹뀌 미련 곰탱이 같이 생겨 가지고 뱃속에 능구랭이가 열댓마리는 들어 앉아 있을거야
384,2,근데 한 걸레 지난 총선 때도 여론조사 틀려 완전 개망신 당했잖아 ㅋㅋㅋ 민주당과 야권이 과반수 넘는다고 개표 직전까지 졸라 좋아하더만 ㅋㅋㅋ 결과는 새누리 압승 ㅋㅋㅋ
385,0,"카카오톡이 진리임 솔직히 skype, yahoo, msn 보다 대세는 카카오톡임 전세계사람들이 인정했음"
386,1,역시 트럼프 x라이가 본색 들어내네요 오바마 대통령이었으면 이렇지 않았을텐데.... 사람목숨을 돈으로 보고 있는 X새끼... 사드 철회합시다! 트럼프로 인해 드러나네요 장사라는것을... 나는 종북 빨갱이 정말 싫습니다! 그러나 트럼프 너무 하네요... 핵 장난하는 북한 건드리지못하는데 그돈으로 우리도 핵만듭시다!! 도로 가져가라!!! X같은 트럼프... 난 종북빨갱이 정말 싫다 그러나....니미...ㅜㅜ 싸드 돌려보내고 북 공격하면 죽도록싸우자!! X같은 트럼프... 오바마였으면 안그랬을텐데...
387,0,검찰앞에가서 촛불 시위해야 하는거 아닌가? ㅋㅋ
388,1,OOO들 차승자박하네 교육이 실험이야그런다고 일반고가 특목고 이기니사교육 퍽이나 줄것다정치하는새까들 표만처먹을려고 별짓 다하는구나간소화는 간소화 해야지시험은 능력제인데 그걸 막으려면 아예 시험을 보지마라
389,2,좌좀들 논리적으로 반박을 못하니 인신공격이나 펼치네 ㅋㅋㅋ 니들 수준이 그렇지 뭐 ㅋㅋㅋ 팩트 하나 없는 사기꾼 새끼들
390,1,훗~ 요즘도 아이폰 쓰는 드엉신 있나? 한심한... ㅋㅋㅋ
391,0,길거리 음식 먹으려고 현금인출 따로 한 경험 있다 손
392,0,그래 못생겻으면 돈이라도 많아야지
393,2,계집년은 뭔 개짓거리 깽판을 쳐도 신성불가침이여?페미댓통령 만들어놓으니 보지달린게 벼슬이다 벼슬 옘병.
394,2,독립운동가 후손이 악질친일에 빨갱이짓까지한 개정희 그딸년한테 사과를하다니.공천장사까지한 양심도없는년한테 사과라니 ㅋㅋ 지나가던 개가웃을일이네.
395,1,자유민주주의는 무슨 독제정치네 OOO들 언젠간 큰코다친다 나라참잘돌아간다 OOO
396,0,문재인아 너를 지지햇던 젊은 층들 뒤통수 치냐
397,0,현정부 잘못했다에 한표찍었는데 이사람들 무엇을 착각하는데
398,0,할배요~
399,0,알턱이있나~~ 똥대가리들만 모여있는데
400,0,길에서 필거면 가만히 서서 펴라.. 복잡한길에서 걸어가면서피면 내가 마주쳐지나갈때 내 옷에 담배구멍날까 조마조마하다.. 아님 한모금빨고 손을 하늘로 쳐들고 있든가